id	text	shape	model	no_model	effect	legend	sacrifice	blink	race1	race2	race3	derive	type	version	qlt	cost	atk	health	class1	class2	team	finity	skill_id	keyword	position	usephase	ATK_PRI	DEF_PRI	ComeINAi	AiTar1
140042	140042	104	50131	0	0	0	0	0	4	0	0	0	1	1	1	3	0	3	1014		140041	4	1400421,25,35	25,35,212	11	1	7	0	1	0
150000	150000	500	50065	0	0	0	0	0	5	0	0	0	1	1	1	2	2	2	1010	1042	150000	4	1500001	212	11	1	9	0	2	0
150001	150001	500	50066	0	0	0	0	0	5	0	0	0	1	1	1	2	1	2	1004	1038	150001	4	1500011	211	11	1	9	0	2	0
150002	150002	500	50067	0	0	0	0	0	5	0	0	0	1	1	1	2	2	3	1004	1042	150002	4	1500021,1500022	211,212	11	1	9	0	2	0
150003	150003	500	50068	0	0	0	0	0	5	0	0	0	1	1	1	2	2	2	1004	1042	150003	4	1500031	0	11	1	8	0	2	0
150004	150004	500	50069	0	0	0	0	0	5	0	0	0	1	1	1	3	1	5	1004	1040	150004	4	20	20	11	1	8	0	2	0
150005	150005	500	50070	0	0	0	0	0	5	0	0	0	1	1	1	3	2	2	1004	1038	150005	4	1500051	0	11	1	8	0	4	0
150006	150006	500	50093	0	0	0	0	0	5	5	0	0	1	1	1	2	1	3	1004	1040	150006	4	20,18	20,18	11	1	9	0	2	0
150007	150007	500	50072	0	0	0	0	0	5	5	0	0	1	1	1	4	4	5	1013		150007	4	1500071	6	11	1	8	0	4	0
150008	150008	500	50073	0	0	0	0	0	5	5	0	0	1	1	1	4	5	4	1009		150008	4	15	15	11	1	9	0	2	0
150009	150009	500	50074	0	0	0	0	0	5	0	0	0	1	1	1	4	6	3	1009		150009	4	0	0	11	1	9	0	2	0
150010	150010	500	50075	0	0	0	0	0	5	0	0	0	1	1	1	5	5	5	1009		150010	4	14	14	11	1	9	0	2	0
150011	150011	500	50076	0	0	0	0	0	5	5	0	0	1	1	1	2	3	3	1008		150011	4	0	0	11	1	9	0	2	0
150012	150012	500	50077	0	0	0	0	0	5	0	0	0	1	1	1	6	6	7	1013		150012	4	0	0	11	1	9	0	2	0
150013	150013	500	50078	0	0	0	0	0	5	0	0	0	1	1	2	4	1	2	1008		150013	4	8,18	8,18	11	1	9	0	2	0
150014	150014	500	50091	0	0	0	0	0	5	5	5	0	1	1	4	6	6	6	1013		150014	4	14,1500141,1500142	14,211,212	11	1	9	0	2	0
150015	150015	501	50080	0	0	0	0	0	5	5	0	0	1	1	1	6	5	8	1010	1038	150015	4	20	20	11	1	8	0	2	0
150016	150016	500	50081	0	0	0	0	0	5	5	0	0	1	1	2	3	4	4	1009		150016	4	0	0	11	1	9	0	2	0
150017	150017	500	50082	0	0	0	0	0	5	5	0	0	1	1	2	3	3	4	1009		150017	4	27	27	11	3	0	9	2	0
150018	150018	501	50083	0	0	0	0	0	5	0	0	0	1	1	2	3	3	3	1010	1038	150018	4	1500181	210	11	1	9	0	2	0
150019	150019	501	50084	0	0	0	0	0	5	5	0	0	1	1	3	4	4	4	1010	1042	150019	4	1500191	210	11	1	7	0	2	0
150020	150020	500	50085	0	0	0	0	0	5	5	0	0	1	1	3	2	1	1	1004	1038	150020	4	1500201	224	11	1	9	0	2	0
150021	150021	500	50086	0	0	0	0	0	5	0	0	0	1	1	3	3	2	2	1004	1042	150021	4	1500211	210	11	1	7	0	2	4
150022	150022	501	50087	0	0	0	0	0	5	5	0	0	1	1	3	4	3	3	1010	1038	150022	4	25,1500221,1500222,1500223,1500224	25,14,223	11	1	7	0	4	0
150023	150023	501	50088	0	0	0	0	0	5	5	0	0	1	1	3	7	4	9	1010	1038	150023	4	27,1500231	27	11	3	0	9	2	0
150024	150024	500	50089	0	0	0	0	0	5	5	0	0	1	1	3	6	4	4	1043	1041	150024	4	1500241,1500242	211	11	1	7	0	2	0
150025	150025	500	50090	0	0	0	0	0	5	0	0	0	1	1	2	4	4	3	1004	1040	150025	4	20,1500251	20,211	11	1	8	0	2	5
150026	150026	500	50079	0	0	0	0	0	5	5	0	0	1	1	3	6	5	5	1009		150026	4	1500261	0	11	1	9	0	2	0
150027	150027	501	50092	0	0	1	0	0	5	5	5	0	1	1	4	9	10	10	1010	1042	150027	4	14,1500271	208,14	11	1	9	0	2	0
150028	150028	500	50071	0	0	1	0	0	5	5	0	0	1	1	4	3	2	3	1004	1040	150028	4	24,18,1500281	208,24,18	11	1	7	0	2	1
150029	150029	500	50065	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	1010	1042	150029	4	1500291	211	11	1	9	0	2	3
150030	150030	500	50083	0	0	0	0	0	5	0	0	0	1	1	2	2	1	1	1010	1038	150030	4	1500301	211,223	11	1	8	0	2	0
150031	150031	500	50087	0	0	0	0	0	5	0	0	0	1	1	2	8	8	8	1010	1038	150031	4	24	24	11	1	8	0	2	0
150032	150032	500	50083	0	0	0	0	0	5	5	0	0	1	1	2	6	5	7	1010	1038	150032	4	15,20	15,20	11	1	8	0	2	0
150033	150033	500	50087	0	0	0	0	0	5	0	0	0	1	1	2	5	3	3	1010	1038	150033	4	1500331	6	11	1	8	0	2	0
150034	150034	500	50068	0	0	0	0	0	5	0	0	0	1	1	2	2	1	2	1004	1042	150034	4	1500341	210,223	11	1	8	0	2	0
150035	150035	500	50067	0	0	0	0	0	5	0	0	0	1	1	2	4	1	2	1004	1042	150035	4	1500351	210	11	1	8	0	2	0
150036	150036	500	50067	0	0	0	0	0	5	5	0	0	1	1	3	3	1	3	1004	1042	150036	4	1500361	210	11	1	8	0	2	7
150037	150037	500	50084	0	0	0	0	0	5	5	0	0	1	1	3	7	7	7	1010	1042	150037	4	14,1500371	14,211	11	1	8	0	2	0
150038	150038	500	50076	0	0	0	0	0	5	5	0	0	1	1	3	5	2	7	1008		150038	4	20,1500381	20,221	11	1	8	0	2	0
150039	150039	500	50078	0	0	0	0	0	5	5	0	0	1	1	3	7	2	3	1008		150039	4	8,18,1500391	8,18,211	11	1	8	0	2	0
150040	150040	500	50094	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	1010		150040	4	1500401	211	11	1	8	0	2	0
150041	150041	500	50082	0	0	0	0	0	5	0	0	0	1	1	1	3	3	3	1009		150041	4	24	24	11	1	8	0	2	0
150042	150042	500	50072	0	0	0	0	0	5	5	0	0	1	1	1	5	6	4	1009		150042	4	14,1500421	14,211	11	1	8	0	2	0
150043	150043	500	50072	0	0	0	0	0	5	0	0	0	1	1	2	1	3	3	1009		150043	4	14,1500431	14,211	11	1	8	0	2	0
150044	150044	500	50069	0	0	0	0	0	5	0	0	0	1	1	1	3	1	4	1004	1042	150044	4	1500441	212	11	1	8	0	2	0
150045	150045	500	50065	0	0	0	0	0	5	0	0	0	1	1	1	1	1	2	1010	1038	150045	4	1500451	210	11	1	8	0	2	0
150046	150046	500	50087	0	0	0	0	0	5	5	0	0	1	1	2	9	8	10	1010	1038	150046	4	15,14	15,14	11	1	8	0	2	0
150047	150047	500	50097	0	0	0	0	0	5	0	0	0	1	1	2	3	1	1	1009		150047	4	10,18	10,18	31	1	8	0	2	0
150048	150048	500	50074	0	0	0	0	0	5	0	0	0	1	1	1	4	3	3	1009		150048	4	27,1500481	27,211	11	3	8	0	2	0
150049	150049	500	50068	0	0	0	0	0	5	5	0	0	1	1	2	3	2	2	1004	1042	150049	4	1500491,1500492	211,221	11	1	8	0	2	0
150050	150050	500	50067	0	0	0	0	0	5	0	0	0	1	1	2	3	2	2	1004	1042	150050	4	1500501	0	11	1	8	0	2	0
190000	190000	104	50037	0	0	0	0	0	1	0	0	1	1	999	1	1	1	2	1000	1032	190000	0	0	206	11	1	6	0	4	0
190001	190001	104	50012	0	0	0	0	0	1	0	0	1	1	999	1	2	2	2	1000	1032	190001	0	0	206	11	1	6	0	4	0
190002	190002	104	50039	0	0	0	0	0	1	0	0	1	1	999	1	3	3	4	1000	1036	190002	0	0	206	11	1	6	0	4	0
190003	190003	104	50131	0	0	0	0	0	0	0	0	1	1	999	1	1	0	12	1048		190003	0	35	206	11	1	6	0	4	0
190004	190004	501	50143	0	0	0	0	0	5	0	0	1	1	999	1	0	1	1	1010	1038	190004	0	0	206	11	1	6	0	4	0
190005	190005	501	50042	0	0	0	0	0	4	0	0	1	1	999	1	0	1	1	1007	1032	190005	0	0	206	11	1	6	0	4	0
190006	190006	501	50084	0	0	0	0	0	5	5	0	1	1	999	3	4	4	4	1010	1042	190006	0	1500191	206,210	11	1	6	0	4	0
190007	190007	400	50042	0	0	0	0	0	4	0	0	1	1	999	1	2	2	1	1007	1032	190007	0	10	206,10	31	1	6	0	1	0
190008	190008	1	50009	0	0	0	0	0	0	0	0	1	1	999	1	1	1	1	1009		190008	0	0	206	11	1	6	0	4	0
190009	190009	500	50078	0	0	0	0	0	5	0	0	1	1	999	1	3	1	1	1008		190009	0	8,18	206,8,18	11	1	6	0	4	0
190010	190010	104	50042	0	0	0	0	0	4	0	0	1	1	999	1	1	2	2	1031		190010	0	10,1900101	206,10	31	1	6	0	4	0
190011	190011	301	50144	0	0	0	0	0	3	0	0	1	1	999	1	3	3	1	1019	1038	190011	0	0	206	11	1	6	0	4	0
190012	190012	301	50144	0	0	0	0	0	3	3	0	1	1	999	3	3	2	2	1020	1032	190012	0	1900121	206,212	11	1	6	0	4	0
190013	190013	301	50144	0	0	0	0	0	3	3	0	1	1	999	3	3	3	3	1019	1038	190013	0	0	206	11	1	6	0	4	0
190014	190014	100	50036	0	0	0	0	0	3	3	3	0	1	999	3	9	1	12	1000	1034	110027	0	1900141	208,6	11	1	8	0	4	0
190015	190015	301	50144	0	0	0	0	0	3	0	0	1	1	999	1	1	2	2	1020	1032	190015	0	26	206,26	11	1	7	0	2	0
190016	190016	104	50053	0	0	0	0	0	4	0	0	1	1	999	1	2	0	2	1014		190016	0	8,1900161	206,8,221	11	1	7	0	1	0
190017	190017	104	50026	0	0	1	0	0	4	0	0	0	1	999	1	7	1	2	1000	1035	120040	0	26	208,26	11	1	7	0	1	0
190018	190018	3	50023	0	0	0	0	0	3	0	0	0	1	999	1	1	2	1	1024		190018	0	8	8	11	1	7	0	2	0
190019	190019	101	50021	0	0	1	0	0	1	1	1	0	1	999	4	1	2	6	1000	1036	190019	0	12,13	208,12,13	11	1	7	0	4	0
190020	190020	3	50122	0	0	0	0	0	0	0	0	0	1	999	2	6	3	3	1048	1054	190020	0	42	0	11	1	7	0	4	0
190021	190021	301	50131	0	0	0	0	0	0	0	0	0	1	999	3	1	0	8	1023		190021	0	25,35,24,1900211,1900212	25,35,24	11	1	7	0	4	0
190022	190022	301	50131	0	0	0	0	0	0	0	0	0	1	999	3	1	0	7	1023		190022	0	25,35,1900221	25,35	11	1	7	0	4	0
190023	190023	301	50131	0	0	0	0	0	0	0	0	0	1	999	3	1	0	5	1023		190023	0	25,35,24,1900231	24,225	11	1	7	0	4	0
190024	190024	300	50105	0	0	1	0	0	3	3	3	0	1	999	4	1	1	6	1051	1039	190024	0	24,18	208,24,18	11	1	7	0	4	0
190025	190025	103	50013	0	0	1	0	0	2	2	2	0	1	999	4	1	2	5	1050	1052	190025	0	9,1900251	208,9,8	11	1	7	0	4	0
190026	190026	502	50068	0	0	1	0	0	1	1	1	0	1	999	4	1	1	5	1004	1035	190026	0	1900261	208,210	11	1	7	0	4	2
190027	190027	400	50045	0	0	1	0	0	4	4	4	0	1	999	4	1	4	7	1006	1038	190027	0	14,1900271	208,14,6	11	1	7	0	4	0
190028	190028	400	50131	0	0	1	0	0	0	0	0	0	1	999	3	8	0	6	1048		190028	0	31,1900281,25,35	25,35	11	1	7	0	4	0
200000	200000	200000	0	0	0	0	0	0	0	0	0	0	2	1	3	2	0	1	2000		210000	4	2000001	203	33	1	9	0	4	0
210000	210000	210000	0	0	0	0	0	0	1	0	0	0	2	1	1	2	1	2	2000		210000	4	0	203	33	1	9	0	4	0
210001	210001	210001	0	0	0	0	0	0	1	0	0	0	2	1	1	3	2	3	2000		210001	4	0	203	33	1	9	0	4	0
210002	210002	210002	0	0	0	0	0	0	1	1	0	0	2	1	1	4	2	2	2000		210002	4	12	203,12	33	1	3	0	4	0
210003	210003	210003	0	0	0	0	0	0	1	1	0	0	2	1	2	2	0	1	2000		210003	4	2100031	203	33	1	3	0	4	0
210004	210004	210004	0	0	0	0	0	0	1	1	0	0	2	1	2	3	1	1	2000		210004	4	2100041	203	33	1	3	0	4	0
210005	210005	210005	0	0	0	0	0	0	1	1	0	0	2	1	3	2	0	0	2000		210005	4	2100051	203,224	23	1	3	0	4	0
210006	210006	210006	0	0	0	0	0	0	1	0	0	0	2	1	1	5	0	5	2000		210006	4	2100061	203,6	33	1	3	0	4	0
210007	210007	210007	0	0	0	0	0	0	1	0	0	0	2	1	1	3	0	0	2000		210007	4	2100071	203	33	1	3	0	4	0
220000	220000	220000	0	0	0	0	0	0	2	0	0	0	2	1	2	3	0	1	2000		220000	4	2200001	203	33	1	3	0	4	0
220001	220001	220001	0	0	0	0	0	0	2	0	0	0	2	1	1	2	1	1	2000		220001	4	2200011	203	33	1	3	0	4	0
220002	220002	220002	0	0	0	0	0	0	2	2	0	0	2	1	2	4	0	0	2000		220002	4	2200021	203,8	33	1	3	0	4	0
220003	220003	220003	0	0	0	0	0	0	2	0	0	0	2	1	2	3	0	0	2000		220003	4	2200031	203,8	33	1	3	0	4	0
220004	220004	220004	0	0	0	0	0	0	2	0	0	0	2	1	2	3	1	2	2000		220004	4	24	203,24	33	1	3	0	4	0
220005	220005	220005	0	0	0	0	0	0	2	2	0	0	2	1	3	3	0	3	2000		220005	4	2200051	203	33	1	3	0	4	0
230000	230000	230000	0	0	0	0	0	0	3	0	0	0	2	1	1	2	2	1	2000		230000	4	0	203	33	1	3	0	4	0
230001	230001	230001	0	0	0	0	0	0	3	0	0	0	2	1	1	1	3	1	2000		230001	4	2300011	203	33	1	3	0	4	0
230002	230002	230002	0	0	0	0	0	0	3	3	0	0	2	1	3	5	1	0	2000		230002	4	44	203,212	13	1	3	0	4	0
230003	230003	230003	0	0	0	0	0	0	3	3	0	0	2	1	3	6	1	1	2000		230003	4	2300031,2300032	203	33	1	3	0	4	0
230004	230004	230004	0	0	0	0	0	0	3	0	0	0	2	1	1	1	1	0	2000		230004	4	2300041,2300042	203	33	1	3	0	4	0
240000	240000	240000	0	0	0	0	0	0	4	0	0	0	2	1	1	2	0	0	2000		240000	4	2400001,2400002	203,12	33	1	3	0	4	0
240001	240001	240001	0	0	0	0	0	0	4	4	0	0	2	1	3	2	1	0	2000		240001	4	13	203,13	33	1	3	0	4	0
240002	240002	240002	0	0	0	0	0	0	4	0	0	0	2	1	1	5	3	2	2000		240002	4	2400021	203	33	1	3	0	4	0
240003	240003	240003	0	0	0	0	0	0	4	0	0	0	2	1	1	3	2	1	2000		240003	4	2400031	203	33	1	3	0	4	0
250000	250000	250000	0	0	0	0	0	0	5	0	0	0	2	1	1	4	3	3	2000		250000	4	0	203	33	1	3	0	4	0
250001	250001	250001	0	0	0	0	0	0	5	0	0	0	2	1	1	3	1	2	2000		250001	4	2500011	203,20	33	1	3	0	4	0
250002	250002	250002	0	0	0	0	0	0	5	5	0	0	2	1	3	4	0	2	2000		250002	4	2500021	203	33	1	3	0	4	0
260000	260000	260000	0	0	0	0	0	0	1	4	0	0	2	999	3	4	0	3	2000		260000	0	2600001	203	33	1	3	0	4	0
260001	260001	260001	0	0	0	0	0	0	5	5	4	0	2	999	3	7	1	1	2000	0	260001	0	2600011	203,12,18	33	1	3	0	4	0
260002	260002	260002	0	0	0	0	0	0	0	0	0	0	2	999	3	4	0	1	2000	0	260002	0	31,2600021	203	33	1	3	0	4	0
300000	300000	300000	0	0	0	0	0	0	0	0	0	0	3	1	1	3	0	0	2001		300000	4	3000001	39	0	1	3	0	0	6
300001	300001	300001	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	2001		300001	4	3000011	204	0	1	3	0	0	0
310000	310000	310000	0	0	0	0	0	0	1	0	0	0	3	1	1	1	0	0	2001		310000	4	3100001	9	0	1	3	0	0	4
310001	310001	310001	0	0	0	0	0	0	1	0	0	0	3	1	1	4	0	0	2001		310001	4	3100011	204,206	0	1	7	0	0	0
310002	310002	310002	0	0	0	0	0	0	1	1	0	0	3	1	3	5	0	0	2001		310002	4	3100021	204	0	1	3	0	0	0
310003	310003	310003	0	0	0	0	0	0	1	1	0	0	3	1	3	7	0	0	2001		310003	4	3100031	204,206	0	1	7	0	0	0
310004	310004	310004	0	0	0	0	0	0	1	0	0	0	3	1	1	1	0	0	2001		310004	4	3100041	204	0	1	7	0	0	8
310005	310005	310005	0	0	0	0	0	0	1	1	0	0	3	1	3	5	0	0	2001		310005	4	3100051,101	204	0	1	7	0	0	0
320000	320000	320000	0	0	0	0	0	0	2	0	0	0	3	1	1	3	0	0	2001		320000	4	3200001	204	0	1	5	0	0	0
320001	320001	320001	0	0	0	0	0	0	2	0	0	0	3	1	1	1	0	0	2001		320001	4	3200011	8	0	1	3	0	0	9
320002	320002	320002	0	0	0	0	0	0	2	0	0	0	3	1	1	1	0	0	2001		320002	4	3200021	26	0	1	4	0	0	8
320003	320003	320003	0	0	0	0	0	0	2	0	0	0	3	1	2	3	0	0	2001		320003	4	3200031	204	0	1	3	0	0	0
320004	320004	320004	0	0	0	0	0	0	2	0	0	0	3	1	2	2	0	0	2001		320004	4	3200041	28	0	1	3	0	0	4
320005	320005	320005	0	0	0	0	0	0	2	2	0	0	3	1	3	6	0	0	2001		320005	4	3200051	204	0	1	5	0	0	8
320006	320006	320006	0	0	0	0	0	0	2	2	0	0	3	1	3	9	0	0	2001		320006	4	3200061	204,206	0	1	6	0	0	8
320007	320007	320007	0	0	0	0	0	0	2	0	0	0	3	5	3	4	0	0	2001		320007	4	3200071	204	0	1	5	0	0	8
320008	320008	320008	0	0	0	0	0	0	2	2	0	0	3	999	4	5	0	0	2001		320008	0	3200082	204	0	1	7	0	0	0
320009	320009	320009	0	0	0	0	0	0	2	2	0	0	3	1	3	6	0	0	2001		320009	4	3200091	204,206	0	1	7	0	0	0
320010	320010	320010	0	0	0	0	0	0	2	2	0	0	3	1	3	3	0	0	2001		320010	4	3200101,101	204	0	1	7	0	0	0
320011	320011	320011	0	0	0	0	0	0	2	0	0	0	3	1	1	2	0	0	2001		320011	4	3200111	204	0	1	7	0	0	0
330000	330000	330000	0	0	0	0	0	0	3	0	0	0	3	1	1	2	0	0	2001		330000	4	3300001	204	0	1	4	0	0	1
330001	330001	330001	0	0	0	0	0	0	3	0	0	0	3	1	1	4	0	0	2001		330001	4	3300011	204	0	1	7	0	0	0
330002	330002	330002	0	0	0	0	0	0	3	3	0	0	3	1	1	2	0	0	2001		330002	4	3300021	204	0	1	4	0	0	2
330003	330003	330003	0	0	0	0	0	0	3	0	0	0	3	1	1	1	0	0	2001		330003	4	3300031	204	0	1	4	0	0	0
330004	330004	330004	0	0	0	0	0	0	3	0	0	0	3	1	1	5	0	0	2001		330004	4	3300041	204	0	1	5	0	0	8
330005	330005	330005	0	0	0	0	0	0	3	3	0	0	3	1	2	3	0	0	2001		330005	4	3300051	204	0	1	4	0	0	0
330006	330006	330006	0	0	0	0	0	0	3	0	0	0	3	1	2	1	0	0	2001		330006	4	3300061	204,224	0	1	5	0	0	8
330007	330007	330007	0	0	0	0	0	0	3	3	0	0	3	1	2	4	0	0	2001		330007	4	3300071	204	0	1	4	0	0	0
330008	330008	330008	0	0	0	0	0	0	3	0	0	0	3	1	2	3	0	0	2001		330008	4	3300081	219	0	1	5	0	0	4
330009	330009	330009	0	0	0	0	0	0	3	3	3	0	3	1	3	6	0	0	2001		330009	4	3300091	204	0	1	6	0	0	0
330010	330010	330010	0	0	0	0	0	0	3	0	0	0	3	1	3	5	0	0	2001		330010	4	3300101	204	0	1	6	0	0	7
330011	330011	330011	0	0	0	0	0	0	3	0	0	0	3	1	3	4	0	0	2001		330011	4	3300111	204	0	1	6	0	0	0
330012	330012	330012	0	0	0	0	0	0	3	3	0	0	3	1	3	8	0	0	2001		330012	4	3300121	204	0	1	4	0	0	0
330013	330013	330013	0	0	0	0	0	0	3	3	0	0	3	1	3	4	0	0	2001	0	330013	4	3300131,101	204	0	1	4	0	0	0
330014	330014	330014	0	0	0	0	0	0	3	0	0	0	3	1	1	2	0	0	2001	0	330014	4	3300141,18	204	0	1	4	0	0	2
330015	330015	330015	0	0	0	0	0	0	3	3	0	0	3	1	1	3	0	0	2001	0	330015	4	3300151	204,206	0	1	4	0	0	0
330016	330016	330016	0	0	0	0	0	0	3	3	0	0	3	1	2	2	0	0	2001	0	330016	4	3300161	204	0	1	4	0	0	0
340000	340000	340000	0	0	0	0	0	0	4	0	0	0	3	1	1	1	0	0	2001		340000	4	3400001	204	0	1	4	0	0	8
340001	340001	340001	0	0	0	0	0	0	4	0	0	0	3	1	1	5	0	0	2001		340001	4	3400011	204	0	1	6	0	0	0
340002	340002	340002	0	0	0	0	0	0	4	0	0	0	3	1	1	1	0	0	2001		340002	4	3400021	204	0	1	6	0	0	0
340003	340003	340003	0	0	0	0	0	0	4	0	0	0	3	1	1	1	0	0	2001		340003	4	3400031	13,204	0	1	3	0	0	4
340004	340004	340004	0	0	0	0	0	0	4	0	0	0	3	1	1	4	0	0	2001		340004	4	3400041	204	0	1	7	0	0	2
340005	340005	340005	0	0	0	0	0	0	4	4	0	0	3	1	2	5	0	0	2001		340005	4	3400051	204	0	1	6	0	0	8
340006	340006	340006	0	0	0	0	0	0	4	0	0	0	3	1	2	3	0	0	2001		340006	4	3400061	204	0	1	5	0	0	8
340007	340007	340007	0	0	0	0	0	0	4	0	0	0	3	1	2	2	0	0	2001		340007	4	3400071	204	0	1	4	0	0	0
340008	340008	340008	0	0	0	0	0	0	4	4	0	0	3	1	2	6	0	0	2001		340008	4	3400081	204	0	1	4	0	0	0
340009	340009	340009	0	0	0	0	0	0	4	4	0	0	3	1	3	3	0	0	2001		340009	4	3400091	204	0	1	4	0	0	0
340010	340010	340010	0	0	0	0	0	0	4	0	0	0	3	1	3	4	0	0	2001	0	340010	4	3400101	13,11,204	0	1	4	0	0	0
340011	340011	340011	0	0	0	0	0	0	4	4	0	0	3	1	3	5	0	0	2001	0	340011	4	3400111	222,206	0	1	4	0	0	0
340012	340012	340012	0	0	0	0	0	0	4	4	4	0	3	5	3	7	0	0	2001	0	340012	4	3400121	204	0	1	4	0	0	0
340013	340013	340013	0	0	0	0	0	0	4	4	0	0	3	1	3	2	0	0	2001	0	340013	4	3400131	204	0	1	4	0	0	0
340014	340014	340014	0	0	0	0	0	0	4	4	0	0	3	1	3	2	0	0	2001	0	340014	4	3400141,101	204	0	1	4	0	0	0
340015	340015	340015	0	0	0	0	0	0	4	0	0	0	3	1	3	9	0	0	2001		340015	4	3400151	204	0	1	2	4	0	8
350000	350000	350000	0	0	0	0	0	0	5	0	0	0	3	1	1	2	0	0	2001		350000	4	3500001	204	0	1	7	0	0	0
350001	350001	350001	0	0	0	0	0	0	5	0	0	0	3	1	1	2	0	0	2001		350001	4	3500011	204	0	1	5	0	0	4
350002	350002	350002	0	0	0	0	0	0	5	5	0	0	3	1	2	5	0	0	2001		350002	4	3500021	14	0	1	5	0	0	0
350003	350003	350003	0	0	0	0	0	0	5	5	5	0	3	1	2	8	0	0	2001		350003	4	3500031	204	0	1	3	0	0	0
350004	350004	350004	0	0	0	0	0	0	5	5	0	0	3	1	2	4	0	0	2001		350004	4	3500041	204	0	1	6	0	0	0
350005	350005	350005	0	0	0	0	0	0	5	0	0	0	3	1	2	3	0	0	2001		350005	4	3500051	224,204	0	1	5	0	0	0
350006	350006	350006	0	0	0	0	0	0	5	0	0	0	3	1	3	5	0	0	2001		350006	4	3500061	14,15,23	0	1	5	0	0	4
350007	350007	350007	0	0	0	0	0	0	5	5	0	0	3	1	3	4	0	0	2001		350007	4	3500071	8,204	0	1	5	0	0	0
350008	350008	350008	0	0	0	0	0	0	5	5	0	0	3	1	3	5	0	0	2001		350008	4	3500081,101	204,206	0	1	5	0	0	0
350009	350009	350009	0	0	0	0	0	0	5	5	0	0	3	1	3	3	0	0	2001		350009	4	3500091	222,204	0	1	5	0	0	0
360000	360000	330003	0	0	0	0	0	0	3	0	0	1	3	999	1	1	0	0		2001	330003	0	3300031	204	0	1	3	0	0	7
360001	360001	350004	0	0	0	0	0	0	4	0	0	1	4	999	1	0	0	0		2002	360001	0	3600011	205	0	3	3	0	0	0
360002	360002	360002	0	0	0	0	1	0	4	4	4	1	3	999	1	4	0	0		2001	360002	0	3600021	204	0	1	3	0	0	0
360003	360003	360002	0	0	0	0	0	0	0	0	0	1	4	999	1	0	0	0	2002	2002	360003	0	3600031	205	0	3	3	0	0	0
360004	360004	360004	0	0	0	0	0	0	0	0	0	1	3	999	2	0	0	0		2001	360004	0	3600041	204	0	1	3	0	0	0
360005	360005	360004	0	0	0	0	0	0	0	0	0	1	3	999	1	0	0	0		2001	360005	0	3600051	204	0	1	3	0	0	0
360006	360006	360006	0	0	0	0	0	0	5	5	5	0	3	999	4	6	0	0	2001		360006	0	3600061,3600062,101	222	0	1	3	0	0	2
360007	360007	360007	0	0	0	0	0	0	0	0	0	0	3	999	3	1	0	0	2001		360007	0	3600071,101	0	0	1	6	0	0	4
410000	410000	410000	0	0	0	0	0	0	1	0	0	0	4	1	1	2	0	0	2002		410000	4	4100001	206,205	0	3	0	7	0	0
410001	410001	410001	0	0	0	0	0	0	1	0	0	0	4	1	1	2	0	0	2002		410001	4	4100011	205	0	3	0	4	0	9
410002	410002	410002	0	0	0	0	0	0	1	0	0	0	4	1	1	4	0	0	2002		410002	4	4100021	205	0	3	1	5	0	9
410003	410003	410003	0	0	0	0	0	0	1	1	0	0	4	1	2	4	0	0	2002		410003	4	4100031	205	0	3	2	4	0	0
410004	410004	410004	0	0	0	0	0	0	1	0	0	0	4	1	2	3	0	0	2002		410004	4	4100041	205	0	3	1	4	0	0
410005	410005	410005	0	0	0	0	0	0	1	0	0	0	4	1	2	4	0	0	2002		410005	4	4100051	205	0	3	1	4	0	9
410006	410006	410006	0	0	0	0	0	0	1	1	0	0	4	1	2	2	0	0	2002		410006	4	4100061	205	0	3	0	4	0	0
410007	410007	410007	0	0	0	0	0	0	1	0	0	0	4	1	1	3	0	0	2002		410007	4	4100071	205	0	3	1	5	0	0
410008	410008	410008	0	0	0	0	0	0	1	1	0	0	4	1	3	3	0	0	2002		410008	4	4100081	0	0	3	1	4	0	2
410009	410009	410009	0	0	0	0	0	0	1	0	0	0	4	1	1	1	0	0	2002		410009	4	4100091	205	0	3	1	4	0	2
410010	410010	410010	0	0	0	0	0	0	1	0	0	0	4	1	1	1	0	0	2002		410010	4	4100101	229,205	0	3	1	4	0	7
410011	410011	410011	0	0	0	0	0	0	1	0	0	0	4	1	1	1	0	0	2002		410011	4	4100111	205	0	3	1	4	0	7
420000	420000	420000	0	0	0	0	0	0	2	0	0	0	4	1	1	4	0	0	2002		420000	4	4200001	205	0	3	1	4	0	9
420001	420001	420001	0	0	0	0	0	0	2	2	0	0	4	1	1	3	0	0	2002		420001	4	4200011	205	0	3	1	4	0	9
420002	420002	420002	0	0	0	0	0	0	2	0	0	0	4	1	1	1	0	0	2002		420002	4	4200021	205	0	3	1	4	0	9
420003	420003	420003	0	0	0	0	0	0	2	0	0	0	4	1	1	4	0	0	2002		420003	4	4200031	205	0	3	1	4	0	9
420004	420004	420004	0	0	0	0	0	0	2	0	0	0	4	1	1	1	0	0	2002		420004	4	4200041	205	0	3	1	3	0	1
420005	420005	420005	0	0	0	0	0	0	2	0	0	0	4	1	1	1	0	0	2002		420005	4	4200051	205	0	3	0	4	0	1
420006	420006	420006	0	0	0	0	0	0	2	0	0	0	4	1	2	4	0	0	2002		420006	4	4200061	222,24,205	0	3	0	5	0	0
