skill_id	runtime	condition	area	cost	last	type	fcamp	ftarget	fselect	fs_arg	farg	frepeat	nextskill	skillicon	effect_id
2400031	1	11	7	0	1	1	2	3	9	4,1	3,-1	1	0	0	100520,3
2500011	1	1	7	0	3	10	1	2	9	0	20,1	1	0	0	0
2500021	1	29	7	0	2	10	1	2	9	35,1	42,1,1	1	0	0	100643,1
2600001	1	26	7	0	1	1	2	3	9	4,1	3,-1	1	0	0	100520,1
2600011	1	1	7	0	3	10	1	2	9	1,1004	12,1#18,1	1	0	0	0
2600021	1	6	7	0	1	1	1	2	2	0	3,999	1	0	0	0
3000001	1	19	1	0	1	10	3	2	8	0	39,1	1	0	0	100579,1
3000011	1	19	1	0	1	4	1	11	9	0	40,1	1	3000012	0	100664,1
3000012	1	102	1	0	1	14	2	11	9	0	46,360004	1	0	0	0
3100001	1	19	1	0	1	10	3	2	8	0	9,1	1	0	0	100645,1
3100011	1	19	1	0	1	3	1	7	8	17,1	21,190001	2	0	0	0
3100021	1	19	1	0	1	5	3	2	9	0	41,1	1	0	0	100523,2
3100031	1	19	1	0	1	3	1	7	9	0	21,190001	6	0	0	0
3100041	1	19	1	0	1	1	3	2	8	18,1	3,-3	1	0	0	100521,1
3100051	1	19	1	0	4	2	1	2	9	0	0	1	3100052	0	0
3100052	1	101	1	0	1	1	1	1	0	0	3,3	-1	0	0	0
3200001	1	19	1	0	1	4	1	11	9	0	40,1	2	0	0	100664,1
3200011	1	19	1	0	1	10	3	2	8	0	8,1	1	0	0	100653,1
3200021	1	19	1	0	2	10	3	2	8	0	25,1,2	1	3200022	0	100644,1
3200022	1	102	1	0	1	4	1	11	0	0	40,1	1	0	0	100664,1
3200031	1	19	1	0	1	6	1	8	8	22,5	4,1	1	0	0	0
3200041	1	19	1	0	1	10	3	2	8	0	28,3	1	0	0	100644,1
3200051	1	19	1	0	1	6	3	2	8	0	4,10	1	0	0	100552,1
3200061	1	19	1	0	1	17	3	2	8	0	0	3	0	0	100654,1
3200071	1	19	1	0	1	5	3	2	8	0	41,1	1	3200072	0	100654,1
3200072	1	102	1	0	1	6	1	10	12	4,1	4,6	1	0	0	0
3200082	1	19	1	0	1	0	1	1	9	0	0	1	0	0	100672,2
3200091	1	19	1	0	1	1	3	2	9	0	22,190008	1	0	0	100654,3
3200101	1	19	1	0	1	4	1	11	9	0	40,1	2	3200102	0	100664,1
3200102	1	102	1	0	1	4	2	11	9	0	40,1	1	0	0	100664,1
3200111	1	19	1	0	1	6	3	6	17	0	4,3	7	0	0	100552,1
3300001	1	19	1	0	1	1	3	2	8	0	1,-2#45,-2	1	0	0	100666,1
3300011	1	19	1	0	1	4	2	11	9	4,1	40,2	2	0	0	100666,5
3300021	1	19	1	0	1	5	1	2	8	0	41,1	1	3300022	0	100674,1
3300022	1	102	1	0	1	4	1	11	9	4,1	40,1	2	0	0	100664,1
3300031	1	19	1	0	1	6	1	8	8	22,2	4,1	1	0	0	0
3300041	1	19	1	0	1	1	3	3	8	0	3,-4	1	3300042	0	100540,6
3300042	1	102	1	0	1	1	1	1	9	0	3,4	1	0	0	0
3300051	1	19	1	0	2	1	3	2	9	0	1,-2,1#45,-2,1	1	0	0	100677,2
3300061	1	19	1	0	1	5	3	2	8	31,1#35,1	41,1	1	0	0	100674,1
3300071	1	19	1	0	4	2	3	2	9	0	0	1	3300072	0	0
3300072	1	101	1	0	0	1	3	1	9	0	3,-$	1	0	0	100674,3
3300081	1	19	1	0	1	1	3	2	8	0	1,0	1	3300082	0	100648,1
3300082	1	102	1	0	4	2	1	2	9	33,1	0	1	3300083	0	0
3300083	1	101	1	0	0	1	3	2	8	0	1,$#2,$	1	0	0	0
3300091	1	19	1	0	1	4	2	11	9	4,1	40,2	4	0	0	100666,5
3300101	1	19	1	0	1	6	3	8	8	22,2	4,6	1	0	0	0
3300111	1	19	1	0	1	4	1	11	9	0	40,1	3	3300112	0	100664,1
3300112	1	102	1	0	1	1	1	1	0	0	3,-3	1	0	0	0
3300121	1	19	1	0	1	16	3	1	9	0	0	1	0	0	100540,6
3300131	1	19	1	0	1	5	2	2	9	4,2	41,1	1	3300132	0	100674,1
3300132	1	102	1	0	1	1	1	1	0	0	3,-5	1	0	0	0
3300141	1	19	1	0	1	1	3	2	8	0	1,1#2,1	1	3300142	0	100648,1
3300142	1	102	1	0	2	10	3	2	8	0	18,1,1	1	0	0	0
3300151	1	19	1	0	1	3	1	7	9	0	21,190015	2	0	0	0
3300161	1	19	1	0	1	6	1	8	12	4,1	4,6	1	3300162	0	0
3300162	1	102	1	0	1	6	2	8	12	4,1	4,9	1	0	0	0
3400001	1	19	1	0	1	1	3	2	8	17,1	3,-4	1	0	0	100524,1
3400011	1	19	1	0	1	1	2	1	9	0	3,-5	1	0	0	100517,1
3400021	1	19	1	0	1	1	2	3	9	4,1	3,-1	1	3400022	0	100520,3
3400022	1	102	1	0	1	1	2	3	9	4,1	3,-1	1	3400023	0	100520,3
3400023	1	102	1	0	1	1	2	3	9	4,1	3,-1	1	0	0	100520,3
3400031	1	19	1	0	2	10	3	2	8	0	13,1,1	1	0	0	100594,1
3400041	1	19	1	0	1	11	2	1	9	0	34,-1	1	0	0	100583,1
3400051	1	19	1	0	1	1	3	2	8	0	3,-3	1	3400052	0	100527,1
3400052	1	102	1	0	1	11	2	1	9	0	34,-1	1	0	0	0
3400061	1	19	1	0	1	1	3	2	8	0	0	1	0	0	100530,1
3400071	1	19	1	0	1	1	3	2	9	0	3,-2	1	0	0	100609,2
3400081	1	19	1	0	1	1	2	2	9	0	3,-4	1	0	0	100522,2
3400091	1	19	1	0	1	1	3	3	9	0	3,-3	1	0	0	100561,2
3400101	1	19	1	0	2	10	1	2	9	0	11,1,1#13,1,1	1	0	0	100594,3
3400111	2	19	1	0	1	3	1	17	9	0	21,190010	3	0	0	0
3400121	1	19	1	0	1	1	1	1	0	0	3,-7	1	3400122	0	0
3400122	1	102	1	0	1	6	1	10	17	4,1#1,1031	4,6	1	0	0	0
3400131	1	19	1	0	1	6	2	8	8	22,4	4,10	1	0	0	0
3400141	1	19	1	0	1	1	3	3	9	4,1	3,-2	1	3400142	0	100555,1
3400142	1	102	1	0	1	1	3	3	9	4,1	3,-2	1	0	0	100555,1
3400151	1	19	1	0	1	1	3	3	8	0	3,-10	1	0	0	100517,1
3500001	1	19	1	0	1	11	1	1	9	0	34,1	1	0	0	100531,1
3500011	1	19	1	0	1	1	3	2	8	0	1,2#2,2	1	0	0	100643,1
3500021	1	19	1	0	2	1	1	2	9	0	1,3,1#2,3,1	1	3500022	0	100643,3
3500022	1	102	1	0	2	10	1	2	9	0	14,1,1	1	0	0	0
3500031	1	19	1	0	5	2	1	8	12	0	0	1	3500032	0	100531,1
3500032	1	101	1	0	0	4	1	11	9	0	40,1	-1	0	0	100664,1
3500041	1	19	1	0	1	1	1	1	9	0	3,10	1	0	0	100534,1
3500051	1	19	1	0	1	1	1	2	9	35,1	1,1#2,2	1	0	0	100643,3
3500061	1	19	1	0	1	1	1	2	8	0	1,3#2,3	1	3500062	0	100643,1
3500062	1	102	1	0	2	10	1	2	8	0	23,1,1#14,1,1#15,1,1	1	0	0	0
3500071	1	19	1	0	1	5	3	2	9	8,8	41,1	1	0	0	100522,2
3500081	1	19	1	0	1	13	1	11	9	0	46,190004	3	0	0	0
3500091	2	19	1	0	1	11	1	1	9	0	102,1#33,3	1	0	0	100531,1
3600011	2	19	1	0	1	11	1	1	9	0	34,100#33,100	1	0	0	0
3600021	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0
3600022	1	102	1	0	0	0	0	0	0	0	0	0	0	0	100521,1
3600031	2	19	1	0	1	1	3	1	9	0	3,999	1	0	0	100534,1
3600041	1	19	1	0	1	4	1	11	9	0	40,1	1	3600042	0	100664,1
3600042	1	102	1	0	1	14	2	11	9	0	46,360004	1	0	0	0
3600051	2	19	1	0	1	1	2	1	9	0	3,-100	1	0	0	0
3600061	2	19	1	0	1	1	1	1	8	0	3,10	1	3600062	0	100534,1
3600062	2	19	1	0	1	6	1	8	17	4,10	4,2	1	0	0	0
3600071	1	19	1	0	1	1	1	2	8	0	1,1	1	0	0	100645,1
4100001	1	19	1	0	1	3	1	7	8	17,1	21,190000	2	0	0	0
4100011	1	19	1	0	2	10	3	2	8	0	35,1,1	1	4100012	0	100644,1
4100012	1	102	1	0	1	4	1	11	9	0	40,1	1	0	0	100664,1
4100021	1	19	1	0	1	5	3	2	8	3,3	41,1	1	0	0	100521,1
4100031	1	19	1	0	2	1	1	2	9	0	1,2,1#2,1,1	1	0	0	100645,3
4100041	1	19	1	0	1	1	2	2	9	18,1	3,-2	1	0	0	100588,2
4100051	1	19	1	0	1	1	3	2	8	18,1	3,-5	1	0	0	100521,1
4100061	1	19	1	0	2	10	3	2	9	0	35,1,1	1	0	0	100663,2
4100071	1	19	1	0	2	1	1	2	9	0	2,2,1	1	0	0	100645,3
4100081	1	19	1	0	2	10	1	2	9	0	29,9999,1	1	4100082	0	100611,2
4100082	1	102	1	0	1	1	1	2	9	0	3,9999	1	0	0	0
4100091	1	19	1	0	1	1	3	3	8	0	3,3	1	0	0	0
4100101	1	19	1	0	1	6	3	8	8	22,1	4,8	1	0	0	0
4100111	1	19	1	0	2	10	3	2	8	0	29,9999,1	1	0	0	100606,1
4200001	1	19	1	0	2	1	3	2	8	0	1,-7,1	1	0	0	100319,1
4200011	1	19	1	0	1	6	3	16	8	0	4,1	1	0	0	100552,1
4200021	1	19	1	0	1	1	3	2	8	0	1,-1	1	0	0	100319,1
4200031	1	19	1	0	1	6	3	2	8	0	4,18	1	0	0	100552,1
4200041	1	19	1	0	1	6	3	6	17	0	4,3	2	4200042	0	100552,1
4200042	1	102	1	0	1	4	1	11	0	0	40,1	1	0	0	0
4200051	1	19	1	0	1	6	2	6	9	0	4,10	1	0	0	100552,5
4200061	2	19	1	0	2	10	1	2	9	0	24,1,1	1	0	0	100643,1
4200071	1	19	1	0	1	6	3	2	9	0	4,1	1	4200072	0	100672,2
4200072	1	102	1	0	1	6	3	16	9	0	4,1	1	0	0	0
4200081	1	19	1	0	1	1	3	2	8	0	22,190008	1	0	0	100654,1
4200091	1	19	1	0	1	21	3	9	9	4,1	0	1	0	0	0
4200101	1	19	1	0	1	21	3	9	9	0	0	1	0	0	0
4200111	1	19	1	0	2	10	3	2	8	0	25,1,3	1	4200112	0	100644,1
4200112	1	102	1	0	1	23	3	2	8	0	0	1	0	0	0
4300001	1	19	1	0	1	1	3	2	8	0	1,-1#45,-1	1	4300002	0	100666,1
4300002	1	102	1	0	1	4	1	11	0	0	40,1	1	0	0	100664,1
4300011	1	19	1	0	1	5	3	2	8	0	41,1	1	0	0	100674,1
4300021	1	19	1	0	2	1	3	2	8	0	1,-2,1#45,-2,1	1	0	0	100666,1
4300031	1	19	1	0	2	1	3	2	8	0	1,2,1	1	4300032	0	100648,1
4300032	1	102	1	0	1	10	3	2	8	0	30,1	1	0	0	0
4300041	1	19	1	0	1	5	3	2	8	2,4	41,1	1	0	0	100674,1
4300051	1	19	1	0	1	6	3	8	8	22,2	4,8	1	4300052	0	0
4300052	1	19	1	0	1	3	1	7	9	0	21,190015	1	0	0	0
4400001	1	19	1	0	1	1	3	3	8	0	3,-2	1	0	0	100525,1
4400011	1	19	1	0	2	1	3	2	8	0	1,3,1	1	4400012	0	100594,1
4400012	1	102	1	0	2	10	3	2	8	0	12,1,1	1	0	0	0
4400021	1	19	1	0	1	1	3	3	8	0	3,-3	1	0	0	100541,1
4400031	1	19	1	0	1	1	1	2	9	0	1,1	1	0	0	100594,3
4400041	1	19	1	0	1	4	1	11	9	0	40,2	10	4400042	0	0
4400042	1	102	1	0	1	4	1	11	9	0	40,1	2	0	0	100664,1
4400051	1	19	1	0	1	1	3	2	8	0	1,3#2,1	1	0	0	100594,1
4400061	1	19	1	0	1	1	3	2	8	0	3,-4	1	0	0	100291,6
4500001	1	19	1	0	2	10	3	2	8	0	42,1,1	1	4500002	0	100606,1
4500002	1	102	1	0	1	1	1	1	9	0	3,6	1	0	0	100534,1
4500011	1	19	1	0	1	5	3	15	8	0	41,1	1	0	0	100532,1
4500021	1	19	1	0	2	1	3	2	8	0	1,3,1#2,3,1	1	0	0	100643,1
4500031	1	19	1	0	1	6	1	8	8	35,1	4,1	1	0	0	100531,1
4500041	1	19	1	0	2	10	3	2	8	0	24,1,1#18,1,1	1	0	0	100548,1
4500051	1	19	1	0	1	1	3	2	8	0	1,7#2,7	1	0	0	100643,1
